iter	Logloss
0	0.5468220037
1	0.4900276015
2	0.430856748
3	0.3911971459
4	0.3514355807
5	0.3310694926
6	0.3157982018
7	0.3033409508
8	0.2869301485
9	0.2770518052
10	0.2668993164
11	0.2561891363
12	0.2441651664
13	0.234073633
14	0.2276646012
15	0.2199487527
16	0.2157011475
17	0.2137418391
18	0.2060604814
19	0.2006490914
20	0.1945973664
21	0.1891464259
22	0.1851528416
23	0.1756375382
24	0.1684762211
25	0.1614131687
26	0.1557715346
27	0.1468497381
28	0.1422226565
29	0.1396081251
30	0.1344603677
31	0.1301611637
32	0.1232117194
33	0.1173094696
34	0.111937461
35	0.1081108286
36	0.1038352509
37	0.09754157057
38	0.09544160079
39	0.08983365684
40	0.08591284794
41	0.08443970667
42	0.0821782944
43	0.07917818837
44	0.07766418095
45	0.07492150952
46	0.0714034377
47	0.06953480333
48	0.06646728619
49	0.06436824311
50	0.06340273601
51	0.06115155
52	0.05988909357
53	0.0572003976
54	0.05563789504
55	0.05393092095
56	0.0527397505
57	0.05061063829
58	0.04942775766
59	0.04814063875
60	0.04738666043
61	0.04586568739
62	0.04435003706
63	0.04370953565
64	0.04239300411
65	0.04164547828
66	0.04073676726
67	0.03961030532
68	0.03941357983
69	0.03842901527
70	0.03723948603
71	0.03666689874
72	0.03585246842
73	0.03528971162
74	0.03473865042
75	0.03418467139
76	0.03374591731
77	0.03307835145
78	0.03252954086
79	0.0319279416
80	0.03163052116
81	0.02980428954
82	0.02924339489
83	0.02858506636
84	0.02841539707
85	0.028066305
86	0.02731002038
87	0.02712893994
88	0.0270391673
89	0.02659981452
90	0.02597596248
91	0.0256247662
92	0.02502033282
93	0.02461237041
94	0.02414481025
95	0.0237395721
96	0.02341546455
97	0.02309973874
98	0.02272692063
99	0.02210664804
100	0.0219727865
101	0.02184529709
102	0.02167331489
103	0.02150717396
104	0.02127614943
105	0.02096661836
106	0.02064386311
107	0.02008612542
108	0.01967865217
109	0.01927442777
110	0.01910386225
111	0.01880605634
112	0.01822381873
113	0.0179994856
114	0.01780282844
115	0.01743440929
116	0.0173023969
117	0.01676177855
118	0.01656373475
119	0.01633024924
120	0.01617341953
121	0.01600590294
122	0.01575565865
123	0.01547359644
124	0.0153001083
125	0.01513064394
126	0.01477702882
127	0.01461938444
128	0.01428264041
129	0.01413653336
130	0.01395714862
131	0.01377483816
132	0.01361568259
133	0.01345632109
134	0.01337989794
135	0.01318851188
136	0.01298483694
137	0.01288274904
138	0.01273251461
139	0.01252535749
140	0.01231421822
141	0.01223486181
142	0.01208072705
143	0.01195155385
144	0.01155644851
145	0.01136756152
146	0.01128501055
147	0.01120610139
148	0.01120598593
149	0.01109141059
150	0.01097590415
151	0.01077035216
152	0.01067029444
153	0.01050085641
154	0.01050078983
155	0.01042185664
156	0.01042185027
157	0.01032081526
158	0.01025783362
159	0.01015996421
160	0.009995980426
161	0.009903011471
162	0.009859161885
163	0.00970339179
164	0.009637506785
165	0.009561012845
166	0.0095150474
167	0.009444445797
168	0.009401939845
169	0.009296831622
170	0.009248093158
171	0.009218773435
172	0.009109304866
173	0.009099272467
174	0.008961069
175	0.008917084388
176	0.008887659492
177	0.008752103853
178	0.008731866742
179	0.008682910241
180	0.00857494867
181	0.008515089752
182	0.008444231788
183	0.008444221997
184	0.008349944639
185	0.008273771352
186	0.008273129259
187	0.008208112662
188	0.008087236796
189	0.007993998165
190	0.007925313108
191	0.007890364478
192	0.007824672544
193	0.007735056261
194	0.007656694162
195	0.00759675872
196	0.007469072569
197	0.007421402166
198	0.007421300825
199	0.007304433536
